name,age,team,minutes_played,PER,TS,WS,BPM,VORP,PPG,AST,TRB,BLK,STL,G,MP,mvp_label,year
Muggsy Bogues,26.0,CHH,2299.0,15.4,0.497,4.8,1.2,1.8,7.0,8.3,2.7,0.0,1.7,81.0,28.4,0,1991
Dan Majerle,25.0,PHO,2281.0,16.9,0.552,7.2,2.7,2.7,13.6,2.8,5.4,0.5,1.4,77.0,29.6,0,1991
Buck Johnson,27.0,HOU,2279.0,12.9,0.512,4.6,-0.8,0.7,13.6,1.9,4.5,0.6,1.1,73.0,31.2,0,1991
Larry Bird,34.0,BOS,2277.0,19.7,0.53,6.6,4.6,3.8,19.4,7.2,8.5,1.0,1.8,60.0,38.0,0,1991
Bill Cartwright,33.0,CHI,2273.0,11.5,0.522,4.2,-2.6,-0.4,9.6,1.6,6.2,0.2,0.4,79.0,28.8,0,1991
Rickey Green,36.0,PHI,2248.0,13.1,0.506,3.3,-2.0,0.0,10.0,5.2,1.7,0.1,0.7,79.0,28.5,0,1991
Gary Payton,22.0,SEA,2244.0,13.2,0.476,3.4,0.8,1.6,7.2,6.4,3.0,0.2,2.0,82.0,27.4,0,1991
Benoit Benjamin,26.0,2TM,2236.0,15.1,0.541,3.0,-1.1,0.5,14.0,1.7,10.3,2.1,0.8,70.0,31.9,0,1991
Danny Schayes,31.0,MIL,2228.0,14.8,0.587,6.8,-0.6,0.8,10.6,1.2,6.5,0.7,0.7,82.0,27.2,0,1991
Greg Kite,29.0,ORL,2225.0,7.4,0.504,2.0,-3.5,-0.8,4.8,0.7,7.2,1.0,0.3,82.0,27.1,0,1991
Spud Webb,27.0,ATL,2197.0,16.6,0.545,5.4,1.1,1.7,13.4,5.6,2.3,0.1,1.6,75.0,29.3,0,1991
Danny Manning,24.0,LAC,2197.0,16.9,0.557,5.2,2.0,2.2,15.9,2.7,5.8,0.8,1.6,73.0,30.1,0,1991
Mike Gminski,31.0,2TM,2196.0,14.0,0.481,2.9,-1.7,0.2,10.6,1.2,7.3,0.7,0.5,80.0,27.5,0,1991
Terry Cummings,29.0,SAS,2195.0,16.3,0.514,5.6,0.2,1.2,17.6,2.3,7.8,0.4,0.9,67.0,32.8,0,1991
Rony Seikaly,25.0,MIA,2171.0,15.2,0.522,3.0,-1.7,0.1,16.4,1.5,11.1,1.3,0.8,64.0,33.9,0,1991
Ricky Pierce,31.0,2TM,2167.0,21.0,0.586,7.9,2.3,2.4,20.5,2.2,2.4,0.2,0.8,78.0,27.8,0,1991
A.C. Green,27.0,LAL,2164.0,13.8,0.556,6.1,0.0,1.1,9.1,0.9,6.3,0.3,0.7,82.0,26.4,0,1991
Gerald Wilkins,27.0,NYK,2164.0,13.3,0.524,3.0,-1.0,0.5,13.8,4.0,3.0,0.3,1.2,68.0,31.8,0,1991
Maurice Cheeks,34.0,NYK,2147.0,14.2,0.548,5.2,1.3,1.7,7.8,5.7,2.3,0.1,1.7,76.0,28.3,0,1991
Travis Mays,22.0,SAC,2145.0,12.3,0.526,2.1,-1.9,0.0,14.3,4.0,2.8,0.2,1.3,64.0,33.5,0,1991
Michael Cage,29.0,SEA,2141.0,12.0,0.528,4.3,-0.2,0.9,6.4,1.1,6.8,0.7,1.0,82.0,26.1,0,1991
Fred Roberts,30.0,MIL,2114.0,13.4,0.583,4.2,-1.1,0.5,10.8,1.6,3.4,0.4,0.8,82.0,25.8,0,1991
Gary Grant,25.0,LAC,2105.0,12.1,0.476,1.7,-1.5,0.2,8.7,8.6,3.1,0.2,1.5,68.0,31.0,0,1991
Rex Chapman,23.0,CHH,2100.0,15.1,0.527,3.0,-0.5,0.8,15.7,3.6,2.7,0.2,1.0,70.0,30.0,0,1991
Felton Spencer,23.0,MIN,2099.0,13.8,0.581,5.6,-2.6,-0.3,7.1,0.3,7.9,1.5,0.6,81.0,25.9,0,1991
Olden Polynice,26.0,2TM,2092.0,14.0,0.576,5.2,-1.3,0.4,9.8,0.5,7.0,0.4,0.5,79.0,26.5,0,1991
Eddie Johnson,31.0,2TM,2085.0,17.8,0.548,5.5,-0.3,0.9,16.7,1.4,3.3,0.1,0.7,81.0,25.7,0,1991
Rod Strickland,24.0,SAS,2076.0,16.2,0.538,5.7,2.4,2.3,13.8,8.0,3.8,0.2,2.0,58.0,35.8,0,1991
Kevin McHale,33.0,BOS,2067.0,21.2,0.606,7.9,3.1,2.7,18.4,1.9,7.1,2.1,0.4,68.0,30.4,0,1991
Sedale Threatt,29.0,SEA,2066.0,15.5,0.556,4.6,0.3,1.2,12.7,3.4,1.2,0.1,1.4,80.0,25.8,0,1991
Hakeem Olajuwon,28.0,HOU,2062.0,24.3,0.549,8.6,6.2,4.3,21.2,2.3,13.8,3.9,2.2,56.0,36.8,0,1991
Haywoode Workman,25.0,WSB,2034.0,11.5,0.507,2.5,-1.6,0.2,8.0,4.8,3.3,0.1,1.2,73.0,27.9,0,1991
Rod Higgins,31.0,GSW,2024.0,13.4,0.589,5.3,0.7,1.4,9.5,1.4,4.3,0.5,0.6,82.0,24.7,0,1991
Mark Aguirre,31.0,DET,2006.0,16.7,0.526,5.5,1.4,1.7,14.2,1.8,4.8,0.3,0.6,78.0,25.7,0,1991
Kevin Edwards,25.0,MIA,2000.0,13.7,0.468,1.6,-0.2,0.9,12.1,3.0,2.6,0.6,1.6,79.0,25.3,0,1991
John Paxson,30.0,CHI,1971.0,14.0,0.596,5.7,0.3,1.1,8.7,3.6,1.1,0.0,0.8,82.0,24.0,0,1991
Nick Anderson,23.0,ORL,1971.0,15.1,0.51,3.1,0.3,1.1,14.1,1.5,5.5,0.6,1.1,70.0,28.2,0,1991
Mark West,30.0,PHO,1957.0,14.6,0.665,6.5,1.0,1.5,7.7,0.5,6.9,2.0,0.4,82.0,23.9,0,1991
LaSalle Thompson,29.0,IND,1946.0,11.2,0.512,1.2,-2.7,-0.3,7.6,1.8,6.9,0.8,0.8,82.0,23.7,0,1991
Dee Brown,22.0,BOS,1945.0,13.2,0.523,3.5,-0.9,0.5,8.7,4.2,2.2,0.2,1.0,82.0,23.7,0,1991
Kendall Gill,22.0,CHH,1944.0,15.4,0.494,1.8,0.7,1.3,11.0,3.7,3.2,0.5,1.3,82.0,23.7,0,1991
Pervis Ellison,23.0,WSB,1942.0,15.9,0.542,4.0,-0.6,0.7,10.4,1.3,7.7,2.1,0.6,76.0,25.6,0,1991
Clifford Robinson,24.0,POR,1940.0,14.1,0.507,4.2,-0.4,0.8,11.7,1.8,4.3,0.9,1.0,82.0,23.7,0,1991
Jack Sikma,35.0,MIL,1940.0,13.7,0.516,3.5,-0.5,0.8,10.4,1.9,5.7,0.8,0.8,77.0,25.2,0,1991
Jon Koncak,27.0,ATL,1931.0,8.4,0.454,2.5,-0.7,0.6,4.1,1.6,4.9,1.0,1.0,77.0,25.1,0,1991
Vern Fleming,28.0,IND,1929.0,17.2,0.571,4.4,1.6,1.8,12.7,5.3,3.1,0.2,1.1,69.0,28.0,0,1991
Willie Burton,22.0,MIA,1928.0,11.5,0.507,2.1,-3.4,-0.7,12.0,1.4,3.4,0.3,0.9,76.0,25.4,0,1991
Larry Smith,33.0,HOU,1923.0,10.3,0.47,4.4,-1.0,0.5,3.3,1.1,8.8,0.3,1.0,81.0,23.7,0,1991
Sam Bowie,29.0,NJN,1916.0,14.1,0.486,2.6,-0.8,0.5,12.9,2.4,7.7,1.5,0.7,62.0,30.9,0,1991
Moses Malone,35.0,ATL,1912.0,18.2,0.57,5.6,-0.5,0.7,10.6,0.8,8.1,0.9,0.4,82.0,23.3,0,1991
Frank Brickowski,31.0,MIL,1912.0,16.4,0.578,4.7,0.1,1.0,12.6,1.7,5.7,0.6,1.1,75.0,25.5,0,1991
James Edwards,35.0,DET,1903.0,12.7,0.533,3.5,-2.7,-0.4,13.6,0.9,3.8,0.4,0.2,72.0,26.4,0,1991
Randy White,23.0,DAL,1901.0,10.8,0.455,0.7,-5.2,-1.5,8.8,0.8,6.4,0.6,1.0,79.0,24.1,0,1991
Reggie Williams,26.0,2TM,1896.0,14.8,0.526,3.3,0.1,1.0,13.6,1.8,4.2,0.6,1.5,73.0,26.0,0,1991
Otis Smith,27.0,ORL,1885.0,17.2,0.505,3.5,1.3,1.6,13.9,2.3,5.2,0.5,1.1,75.0,25.1,0,1991
John Battle,28.0,ATL,1863.0,16.4,0.538,4.0,-0.9,0.5,13.6,2.7,2.0,0.1,0.6,79.0,23.6,0,1991
Sleepy Floyd,30.0,HOU,1850.0,16.1,0.48,3.7,1.2,1.5,12.3,3.9,1.9,0.2,1.2,82.0,22.6,0,1991
Jerry Reynolds,28.0,ORL,1843.0,17.8,0.529,3.7,2.3,2.0,12.9,2.5,3.7,0.7,1.2,80.0,23.0,0,1991
Darnell Valentine,31.0,CLE,1841.0,13.5,0.533,3.1,-0.9,0.5,9.4,5.4,2.6,0.2,1.5,65.0,28.3,0,1991
Herb Williams,32.0,DAL,1832.0,13.1,0.524,1.7,-2.1,-0.1,12.5,1.6,6.0,1.5,0.5,60.0,30.5,0,1991
Orlando Woolridge,31.0,DEN,1823.0,19.5,0.565,3.9,0.3,1.1,25.1,2.2,6.8,0.4,1.3,53.0,34.4,0,1991
Alex English,37.0,DAL,1748.0,12.2,0.48,0.6,-3.7,-0.8,9.7,1.3,3.2,0.3,0.5,79.0,22.1,0,1991
B.J. Armstrong,23.0,CHI,1731.0,14.8,0.529,4.1,-0.5,0.7,8.8,3.7,1.8,0.0,0.9,82.0,21.1,0,1991
Duane Causwell,22.0,SAC,1719.0,13.0,0.541,2.8,-1.4,0.3,6.9,0.9,5.1,1.9,0.6,76.0,22.6,0,1991
Danny Ainge,31.0,POR,1710.0,17.0,0.574,6.2,3.7,2.5,11.1,3.6,2.6,0.2,0.8,80.0,21.4,0,1991
Micheal Williams,24.0,IND,1706.0,19.5,0.608,5.7,3.2,2.3,11.1,4.8,2.4,0.2,2.1,73.0,23.4,0,1991
Winston Garland,26.0,LAC,1702.0,12.1,0.48,2.4,-0.9,0.5,8.2,4.6,2.9,0.1,1.4,69.0,24.7,0,1991
Rik Smits,24.0,IND,1690.0,14.9,0.525,2.9,-2.1,-0.1,10.9,1.1,4.7,1.5,0.3,76.0,22.2,0,1991
Jeff Turner,28.0,ORL,1683.0,9.7,0.524,1.2,-4.2,-0.9,8.6,1.4,5.1,0.1,0.4,71.0,23.7,0,1991
Paul Pressey,32.0,SAS,1683.0,11.4,0.545,3.2,-0.1,0.8,7.5,3.9,2.5,0.5,0.9,70.0,24.0,0,1991
Danny Ferry,24.0,CLE,1661.0,10.9,0.491,1.0,-4.0,-0.8,8.6,1.8,3.5,0.3,0.5,81.0,20.5,0,1991
Isiah Thomas,29.0,DET,1657.0,17.4,0.507,3.4,2.7,2.0,16.2,9.3,3.3,0.2,1.6,48.0,34.5,0,1991
John Salley,26.0,DET,1649.0,13.6,0.556,4.8,1.1,1.3,7.4,0.9,4.4,1.5,0.7,74.0,22.3,0,1991
Ledell Eackles,24.0,WSB,1616.0,12.9,0.505,1.2,-3.3,-0.6,13.0,2.0,1.9,0.1,0.7,67.0,24.1,0,1991
Blue Edwards,25.0,UTA,1611.0,10.4,0.559,2.2,-2.2,-0.1,9.3,1.7,3.2,0.5,0.9,62.0,26.0,0,1991
Mark Jackson,25.0,NYK,1595.0,18.2,0.545,4.2,2.5,1.8,8.8,6.3,2.7,0.1,0.8,72.0,22.2,0,1991
Joe Wolf,26.0,DEN,1593.0,10.1,0.485,0.7,-4.1,-0.9,7.3,1.4,5.4,0.4,0.8,74.0,21.5,0,1991
Chris Mullin,28.0,GSW,3346.0,19.9,0.586,10.8,3.7,4.8,25.6,3.5,5.6,0.8,2.1,81.0,41.3,0,1992
Tim Hardaway,25.0,GSW,3332.0,19.1,0.537,9.2,2.8,4.1,23.4,10.0,3.8,0.2,2.0,81.0,41.1,0,1992
Dennis Rodman,30.0,DET,3301.0,17.0,0.574,12.6,2.8,4.0,9.8,2.3,18.7,0.9,0.8,82.0,40.3,0,1992
Joe Dumars,28.0,DET,3192.0,15.4,0.538,8.2,0.7,2.2,19.9,4.6,2.3,0.1,0.9,82.0,38.9,0,1992
Scottie Pippen,26.0,CHI,3164.0,21.5,0.555,12.7,6.1,6.4,21.0,7.0,7.7,1.1,1.9,82.0,38.6,0,1992
Patrick Ewing,29.0,NYK,3150.0,22.8,0.563,13.0,4.9,5.5,24.0,1.9,11.2,3.0,1.1,82.0,38.4,0,1992
Ron Harper,28.0,LAC,3144.0,15.4,0.51,5.6,1.6,2.8,18.2,5.1,5.5,0.9,1.9,82.0,38.3,0,1992
Sean Elliott,23.0,SAS,3120.0,14.4,0.564,8.4,0.5,1.9,16.3,2.6,5.4,0.4,1.0,82.0,38.0,0,1992
Reggie Miller,26.0,IND,3120.0,17.6,0.629,11.0,2.6,3.6,20.7,3.8,3.9,0.3,1.3,82.0,38.0,0,1992
Michael Jordan,28.0,CHI,3102.0,27.7,0.579,17.7,9.7,9.2,30.1,6.1,6.4,0.9,2.3,80.0,38.8,1,1992
Mitch Richmond,26.0,SAC,3095.0,16.3,0.548,4.9,0.0,1.5,22.5,5.1,4.0,0.4,1.2,80.0,38.7,0,1992
Jeff Hornacek,28.0,PHO,3078.0,18.9,0.592,11.6,4.3,4.9,20.1,5.1,5.0,0.4,2.0,81.0,38.0,0,1992
Reggie Lewis,26.0,BOS,3070.0,17.9,0.55,9.1,2.3,3.3,20.8,2.3,4.8,1.3,1.5,82.0,37.4,0,1992
Sedale Threatt,30.0,LAL,3070.0,16.6,0.54,7.3,1.2,2.5,15.1,7.2,3.1,0.2,2.0,82.0,37.4,0,1992
Grant Long,25.0,MIA,3063.0,15.8,0.568,7.7,1.0,2.3,14.8,2.7,8.4,0.5,1.7,82.0,37.4,0,1992
Otis Thorpe,29.0,HOU,3056.0,17.2,0.619,8.9,0.4,1.8,17.3,3.0,10.5,0.5,0.6,82.0,37.3,0,1992
Karl Malone,28.0,UTA,3054.0,25.4,0.599,15.1,5.7,5.9,28.0,3.0,11.2,0.6,1.3,81.0,37.7,0,1992
Larry Johnson,22.0,CHH,3047.0,18.9,0.548,8.9,1.4,2.6,19.2,3.6,11.0,0.6,1.0,82.0,37.2,0,1992
Dražen Petrović,27.0,NJN,3027.0,15.8,0.587,7.7,0.4,1.8,20.6,3.1,3.1,0.1,1.3,82.0,36.9,0,1992
Hersey Hawkins,25.0,PHI,3013.0,17.0,0.578,7.8,1.8,2.9,19.0,3.1,3.3,0.5,1.9,81.0,37.2,0,1992
Glen Rice,24.0,MIA,3007.0,17.5,0.561,7.9,1.8,2.9,22.3,2.3,5.0,0.4,1.1,79.0,38.1,0,1992
John Stockton,29.0,UTA,3002.0,22.8,0.59,13.4,8.7,8.1,15.8,13.7,3.3,0.3,3.0,82.0,36.6,0,1992
Kevin Willis,29.0,ATL,2962.0,19.7,0.535,8.8,0.2,1.7,18.3,2.1,15.5,0.7,0.9,81.0,36.6,0,1992
Chuck Person,27.0,IND,2923.0,14.5,0.546,4.6,-0.3,1.2,18.5,4.7,5.3,0.2,0.8,81.0,36.1,0,1992
Pooh Richardson,25.0,MIN,2922.0,17.4,0.504,4.1,1.3,2.4,16.5,8.4,3.7,0.3,1.5,82.0,35.6,0,1992
Jeff Malone,30.0,UTA,2922.0,15.1,0.554,6.6,-1.7,0.3,20.2,2.2,2.9,0.1,0.7,81.0,36.1,0,1992
Isiah Thomas,30.0,DET,2918.0,16.0,0.505,5.8,1.1,2.3,18.5,7.2,3.2,0.2,1.5,78.0,37.4,0,1992
Kendall Gill,23.0,CHH,2906.0,16.5,0.509,4.7,0.4,1.7,20.5,4.2,5.1,0.6,1.9,79.0,36.8,0,1992
Danny Manning,25.0,LAC,2904.0,19.7,0.577,9.8,4.3,4.6,19.3,3.5,6.9,1.5,1.6,82.0,35.4,0,1992
A.C. Green,28.0,LAL,2902.0,16.7,0.556,8.8,0.7,2.0,13.6,1.4,9.3,0.4,1.1,82.0,35.4,0,1992
Kevin Johnson,25.0,PHO,2899.0,19.9,0.561,10.0,3.5,4.0,19.7,10.7,3.7,0.3,1.5,78.0,37.2,0,1992
Lionel Simmons,23.0,SAC,2895.0,16.5,0.505,4.3,1.1,2.2,17.1,4.3,8.1,1.7,1.7,78.0,37.1,0,1992
Charles Barkley,28.0,PHI,2881.0,24.5,0.612,12.3,6.3,6.1,23.1,4.1,11.1,0.6,1.8,75.0,38.4,0,1992
Larry Nance,32.0,CLE,2880.0,21.4,0.586,12.2,5.2,5.2,17.0,2.9,8.3,3.0,1.0,81.0,35.6,0,1992
Horace Grant,26.0,CHI,2859.0,20.6,0.618,14.1,5.3,5.2,14.2,2.7,10.0,1.6,1.2,81.0,35.3,0,1992
Dan Majerle,26.0,PHO,2853.0,17.8,0.551,9.8,3.6,4.0,17.3,3.3,5.9,0.5,1.6,82.0,34.8,0,1992
Johnny Dawkins,28.0,PHI,2815.0,13.3,0.502,3.6,-1.8,0.2,12.0,6.9,2.8,0.1,1.1,82.0,34.3,0,1992
Rony Seikaly,26.0,MIA,2800.0,16.6,0.554,6.2,-1.3,0.5,16.4,1.4,11.8,1.5,0.5,79.0,35.4,0,1992
Michael Adams,29.0,WSB,2795.0,17.1,0.506,5.3,1.8,2.6,18.1,7.6,4.0,0.1,1.9,78.0,35.8,0,1992
Greg Anderson,27.0,DEN,2793.0,12.6,0.486,3.0,-3.4,-1.0,11.5,1.0,11.5,0.8,1.1,82.0,34.1,0,1992
Muggsy Bogues,27.0,CHH,2790.0,14.0,0.504,4.8,0.2,1.6,8.9,9.1,2.9,0.1,2.1,82.0,34.0,0,1992
Terry Porter,28.0,POR,2784.0,18.1,0.575,10.6,3.7,4.0,18.1,5.8,3.1,0.1,1.5,82.0,34.0,0,1992
Armen Gilliam,27.0,PHI,2771.0,18.0,0.575,7.6,0.1,1.5,16.9,1.5,8.1,1.0,0.6,81.0,34.2,0,1992
Clyde Drexler,29.0,POR,2751.0,23.6,0.56,12.8,8.7,7.4,25.0,6.7,6.6,0.9,1.8,76.0,36.2,0,1992
Micheal Williams,25.0,IND,2750.0,18.4,0.587,9.0,3.7,3.9,15.0,8.2,3.6,0.3,2.9,79.0,34.8,0,1992
Kenny Smith,26.0,HOU,2735.0,15.0,0.557,5.1,-0.3,1.2,14.0,6.9,2.2,0.1,1.3,81.0,33.8,0,1992
Spud Webb,28.0,SAC,2724.0,15.1,0.54,4.1,-0.8,0.8,16.0,7.1,2.9,0.3,1.6,77.0,35.4,0,1992
Dikembe Mutombo,25.0,DEN,2716.0,16.5,0.54,4.8,0.0,1.4,16.6,2.2,12.3,3.0,0.6,71.0,38.3,0,1992
Vernon Maxwell,26.0,HOU,2700.0,14.1,0.514,3.9,-0.2,1.2,17.2,4.1,3.0,0.4,1.3,80.0,33.8,0,1992
Byron Scott,30.0,LAL,2679.0,15.5,0.537,6.0,1.0,2.0,14.9,2.8,3.8,0.3,1.3,82.0,32.7,0,1992
Ricky Pierce,32.0,SEA,2658.0,18.2,0.561,7.8,1.5,2.3,21.7,3.1,3.0,0.3,1.1,78.0,34.1,0,1992
Brad Daugherty,26.0,CLE,2643.0,23.0,0.629,11.7,4.8,4.5,21.5,3.6,10.4,1.1,0.9,73.0,36.2,0,1992
Hakeem Olajuwon,29.0,HOU,2636.0,23.7,0.553,9.8,5.0,4.6,21.6,2.2,12.1,4.3,1.8,70.0,37.7,0,1992
Reggie Williams,27.0,DEN,2623.0,18.1,0.528,6.6,3.2,3.4,18.2,2.9,5.0,0.8,1.8,81.0,32.4,0,1992
Detlef Schrempf,29.0,IND,2605.0,19.5,0.617,9.8,3.2,3.3,17.3,3.9,9.6,0.5,0.8,80.0,32.6,0,1992
David Robinson,26.0,SAS,2564.0,27.5,0.597,13.9,9.4,7.4,23.2,2.7,12.2,4.5,2.3,68.0,37.7,0,1992
Jerome Kersey,29.0,POR,2553.0,14.7,0.502,6.8,1.7,2.4,12.6,3.2,8.2,0.9,1.5,77.0,33.2,0,1992
Gary Payton,23.0,SEA,2549.0,13.1,0.478,3.9,0.4,1.5,9.4,6.2,3.6,0.3,1.8,81.0,31.5,0,1992
Mookie Blaylock,24.0,NJN,2548.0,15.2,0.465,4.9,1.0,1.9,13.8,6.8,3.7,0.6,2.4,72.0,35.4,0,1992
Doug West,24.0,MIN,2540.0,14.6,0.56,4.6,-0.9,0.7,14.0,3.5,3.2,0.3,0.8,80.0,31.8,0,1992
Rolando Blackman,32.0,DAL,2527.0,15.6,0.538,3.8,-0.3,1.1,18.3,2.7,3.2,0.3,0.7,75.0,33.7,0,1992
Wayman Tisdale,27.0,SAC,2521.0,13.9,0.529,3.4,-2.8,-0.5,16.6,1.5,6.5,1.1,0.8,72.0,35.0,0,1992
Buck Williams,31.0,POR,2519.0,15.0,0.651,9.2,1.2,2.0,11.3,1.4,8.8,0.5,0.8,80.0,31.5,0,1992
Moses Malone,36.0,MIL,2511.0,19.2,0.556,7.8,0.1,1.3,15.6,1.1,9.1,0.8,0.9,82.0,30.6,0,1992
Pervis Ellison,24.0,WSB,2511.0,19.9,0.574,6.9,2.8,3.0,20.0,2.9,11.2,2.7,0.9,66.0,38.0,0,1992
Billy Owens,22.0,GSW,2510.0,15.6,0.555,5.6,0.0,1.3,14.3,2.4,8.0,0.8,1.1,80.0,31.4,0,1992
Stacey Augmon,23.0,ATL,2505.0,14.4,0.526,3.7,-0.6,0.8,13.3,2.5,5.1,0.3,1.5,82.0,30.5,0,1992
Kevin Gamble,26.0,BOS,2496.0,15.2,0.567,6.7,0.7,1.7,13.5,2.7,3.5,0.5,0.9,82.0,30.4,0,1992
Tim Perry,26.0,PHO,2483.0,13.8,0.556,5.7,-0.2,1.1,12.3,1.7,6.9,1.5,0.6,80.0,31.0,0,1992
Alvin Robertson,29.0,MIL,2463.0,15.0,0.5,3.6,1.6,2.2,12.3,4.4,4.3,0.4,2.6,82.0,30.0,0,1992
Michael Cage,30.0,SEA,2461.0,15.0,0.583,7.6,1.3,2.0,8.8,1.1,8.9,0.7,1.2,82.0,30.0,0,1992
Mark Jackson,26.0,NYK,2461.0,17.8,0.542,7.6,3.6,3.5,11.3,8.6,3.8,0.2,1.4,81.0,30.4,0,1992
Tony Campbell,29.0,MIN,2441.0,15.3,0.515,2.5,-1.2,0.5,16.8,2.9,3.7,0.4,1.1,78.0,31.3,0,1992
Ron Anderson,33.0,PHI,2432.0,14.1,0.52,3.5,-1.4,0.4,13.7,1.6,3.4,0.1,1.0,82.0,29.7,0,1992
Hot Rod Williams,29.0,CLE,2432.0,18.6,0.569,9.2,3.5,3.4,11.9,2.5,7.6,2.3,0.8,80.0,30.4,0,1992
Terry Catledge,28.0,ORL,2430.0,15.2,0.537,4.6,-1.0,0.6,14.8,1.4,7.0,0.2,0.7,78.0,31.2,0,1992
Chris Morris,26.0,NJN,2394.0,14.4,0.531,4.7,0.8,1.7,11.4,2.6,6.4,1.1,1.7,77.0,31.1,0,1992
Harvey Grant,26.0,WSB,2388.0,15.3,0.516,4.3,-0.4,1.0,18.0,2.7,6.8,0.4,1.2,64.0,37.3,0,1992
Scott Skiles,27.0,ORL,2377.0,14.4,0.534,3.2,-0.8,0.7,14.1,7.3,2.7,0.1,1.0,75.0,31.7,0,1992
Eddie Johnson,32.0,SEA,2366.0,16.1,0.528,5.6,-0.7,0.8,17.1,2.0,3.6,0.1,0.7,81.0,29.2,0,1992
Xavier McDaniel,28.0,NYK,2344.0,13.9,0.509,4.6,-1.3,0.4,13.7,1.8,5.6,0.3,0.7,82.0,28.6,0,1992
Gerald Wilkins,28.0,NYK,2344.0,12.0,0.491,4.0,-1.0,0.6,12.4,2.7,2.5,0.2,0.9,82.0,28.6,0,1992
Sam Perkins,30.0,LAL,2332.0,17.6,0.538,7.4,1.4,2.0,16.5,2.2,8.8,1.0,1.0,63.0,37.0,0,1992
Charles Oakley,28.0,NYK,2309.0,11.3,0.558,5.7,-0.4,0.9,6.2,1.6,8.5,0.2,0.8,82.0,28.2,0,1992
Mark Macon,22.0,DEN,2304.0,8.3,0.415,-0.8,-4.4,-1.4,10.6,2.2,2.9,0.2,2.0,76.0,30.3,0,1992
Duane Causwell,23.0,SAC,2291.0,12.4,0.575,3.9,-1.9,0.0,8.0,0.7,7.3,2.7,0.6,80.0,28.6,0,1992
Anthony Bonner,23.0,SAC,2287.0,10.9,0.484,1.6,-3.5,-0.8,9.4,1.6,6.1,0.3,1.2,79.0,28.9,0,1992
Robert Parish,38.0,BOS,2285.0,18.9,0.571,7.4,1.4,2.0,14.1,0.9,8.9,1.2,0.9,79.0,28.9,0,1992
Blue Edwards,26.0,UTA,2283.0,13.7,0.569,5.2,0.0,1.1,12.6,1.7,3.7,0.6,1.0,81.0,28.2,0,1992
Jay Humphries,29.0,MIL,2261.0,16.5,0.543,5.8,1.1,1.7,14.0,6.6,2.6,0.2,1.7,71.0,31.8,0,1992
Derek Harper,30.0,DAL,2252.0,16.7,0.512,3.5,1.1,1.8,17.7,5.7,2.6,0.3,1.6,65.0,34.6,0,1992
Bill Laimbeer,34.0,DET,2234.0,12.6,0.515,4.9,0.0,1.1,9.7,2.0,5.6,0.7,0.6,81.0,27.6,0,1992
Larry Stewart,23.0,WSB,2229.0,12.9,0.573,4.7,-1.5,0.3,10.4,1.6,5.9,0.6,0.7,76.0,29.3,0,1992
Kenny Gattison,27.0,CHH,2223.0,15.3,0.564,4.5,-1.3,0.4,12.7,1.6,7.1,0.8,0.7,82.0,27.1,0,1992
Kevin Duckworth,27.0,POR,2222.0,10.5,0.497,3.3,-3.6,-0.9,10.7,1.2,6.1,0.5,0.5,82.0,27.1,0,1992
Rumeal Robinson,25.0,ATL,2220.0,14.9,0.503,2.4,-0.3,1.0,13.0,5.5,2.7,0.3,1.3,81.0,27.4,0,1992
Winston Garland,27.0,DEN,2209.0,13.3,0.505,2.9,-1.3,0.4,10.8,5.3,2.4,0.3,1.3,78.0,28.3,0,1992
Derrick Coleman,24.0,NJN,2207.0,19.5,0.57,5.6,2.2,2.3,19.8,3.2,9.5,1.5,0.8,65.0,34.0,0,1992
Tyrone Corbin,29.0,2TM,2207.0,13.6,0.543,5.6,0.2,1.2,9.8,1.8,5.9,0.3,1.0,80.0,27.6,0,1992
Nick Anderson,24.0,ORL,2203.0,16.4,0.509,3.6,1.2,1.8,19.9,2.7,6.4,0.6,1.6,60.0,36.7,0,1992
Buck Johnson,28.0,HOU,2202.0,10.0,0.492,2.3,-2.7,-0.4,8.6,2.0,3.9,0.6,0.9,80.0,27.5,0,1992
Anthony Mason,25.0,NYK,2198.0,11.3,0.558,5.6,-0.8,0.7,7.0,1.3,7.0,0.2,0.6,82.0,26.8,0,1992
Dale Ellis,31.0,MIL,2191.0,15.9,0.564,4.8,0.5,1.4,15.7,1.3,3.1,0.2,0.7,81.0,27.0,0,1992
Sam Bowie,30.0,NJN,2179.0,16.4,0.496,4.6,-0.1,1.0,15.0,2.6,8.1,1.7,0.6,71.0,30.7,0,1992
Sam Mitchell,28.0,MIN,2151.0,12.0,0.49,2.3,-3.9,-1.0,10.1,1.1,5.8,0.5,0.6,82.0,26.2,0,1992
Terry Cummings,30.0,SAS,2149.0,18.5,0.52,6.5,0.1,1.1,17.3,1.5,9.0,0.5,0.8,70.0,30.7,0,1992
Terry Davis,24.0,DAL,2149.0,12.4,0.528,3.1,-3.4,-0.8,10.2,0.8,9.9,0.4,0.4,68.0,31.6,0,1992
Mark Price,27.0,CLE,2138.0,22.7,0.61,9.1,5.8,4.2,17.3,7.4,2.4,0.2,1.3,72.0,29.7,0,1992
David Wingate,28.0,WSB,2127.0,11.5,0.501,2.4,-0.9,0.6,7.9,3.0,3.3,0.3,1.5,81.0,26.3,0,1992
